"log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester","toluene","apin","decane"
-1.41075383917915,232.980780676,19,6,9,1,1,36,24,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
-9.48881038407551,279.095416504,36,10,8,1,3,944,40,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-2.34786893334124,296.049194584,32,8,10,2,0,81,40,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
-8.86456665177112,293.07468106,35,10,9,1,2,520,40,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
-3.91157852413322,207.00151612,19,5,8,1,2,132,8,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-3.84690484991262,277.043380932,30,9,9,1,1,138,34,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1
-5.29200027024048,324.044109204,34,9,11,2,1,282,40,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-2.87716075072215,238.99134536,21,5,10,1,1,194,40,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-7.42553032227469,253.043380932,28,7,9,1,3,439,40,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.627461008407052,162.016437912,17,5,6,0,2,54,14,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
-1.2194042612259,341.981902872,29,7,14,2,1,121,33,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
-0.53271228879112,278.98625998,24,7,11,1,2,226,10,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
-8.38138249780241,279.059030996,32,9,9,1,2,105,40,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0
-11.669918005139,312.991739284,28,7,13,1,3,230,5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0
-7.43322203472744,311.048860236,34,9,11,1,3,473,20,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
-7.52993704858185,192.063388104,25,7,6,0,3,420,40,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-7.44349280014869,370.049588508,39,10,13,2,2,619,40,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
-6.30341254832588,178.011352532,18,5,7,0,3,114,16,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
-2.56962349487162,253.006995424,24,6,10,1,1,75,30,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-1.25169778970968,246.99643074,22,7,9,1,0,19,19,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-10.2168246332603,264.084517472,34,10,8,0,3,383,40,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0
1.28985118736946,116.010958608,12,4,4,0,1,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.881762867738587,217.09502258,30,9,5,1,0,26,26,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-2.06929093969475,219.00151612,20,6,8,1,1,29,11,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-4.9489433684577,245.053551692,28,9,7,1,1,16,9,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-4.63456893853665,269.001910044,25,6,11,1,3,153,8,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.983759138884604,158.021523292,17,6,5,0,0,7,7,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
-4.94370797232961,269.001910044,25,6,11,1,2,384,40,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-8.24453057068216,283.017560108,28,7,11,1,4,251,9,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
-3.65428264756716,208.021917216,22,6,8,0,3,140,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0
-9.59372882600042,267.095416504,35,9,8,1,2,162,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
-9.64976403451461,373.971732112,31,7,16,2,4,452,4,0,0,2,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
-5.35958161503573,263.027730868,27,8,9,1,1,267,40,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-8.50138153884007,240.011746456,24,6,10,0,3,298,40,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0
-7.71929259016746,328.002638316,30,7,13,2,3,570,40,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0
-5.75164586697772,310.101230156,39,10,9,2,1,160,40,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1
-7.72497556133579,283.017560108,28,7,11,1,4,238,40,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
-9.0861898784059,325.986988252,28,7,13,2,3,406,37,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
-2.03834566340503,268.017894456,26,6,10,2,1,121,40,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0
-1.8694978374188,341.981902872,29,7,14,2,3,121,4,0,0,3,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0
-7.47289423978041,220.094688232,31,9,6,0,2,355,40,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
-4.78943282309995,249.012080804,24,7,9,1,2,61,9,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
-7.05817331126766,204.027002596,22,7,7,0,2,7,2,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-5.55141625446497,368.033938444,37,10,13,2,1,456,40,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-3.90143416293522,313.986988252,27,6,13,2,2,544,40,0,0,1,0,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0
-4.35205470705951,310.064844648,35,9,10,2,1,141,40,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-3.3797392029723,315.966252808,25,5,14,2,2,111,21,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
-5.57050276193397,312.007723696,29,7,12,2,2,467,40,0,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0
-3.86267862171057,219.985531708,19,6,9,0,2,106,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-7.48852453016705,246.99643074,22,7,9,1,2,38,8,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
-7.08426398781752,224.016831836,23,6,9,0,3,495,40,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
-3.18000585474784,254.98625998,22,5,11,1,2,172,34,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
-2.02890265219392,160.000787848,15,5,6,0,1,19,17,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0
-8.53935272294047,283.126716632,40,10,8,1,3,826,40,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
-10.5728616296369,224.016831836,23,6,9,0,3,191,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
-4.03078172637269,237.012080804,23,6,9,1,2,31,1,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-1.28955481714806,160.996036816,14,4,6,1,1,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
-8.26863645690454,269.001910044,25,6,11,1,3,109,15,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-3.61498964049536,224.975695296,18,4,10,1,2,71,23,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
-8.25645751279122,328.039023824,34,8,12,2,2,921,40,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-3.55331952109564,190.04773804,23,7,6,0,2,128,37,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.203713271292804,207.00151612,19,5,8,1,2,68,8,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-4.57406652946964,329.981902872,28,6,14,2,2,270,35,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,0
-2.87565326234088,313.986988252,27,6,13,2,2,132,40,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
-7.37082320303906,253.006995424,24,6,10,1,3,312,34,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
-8.3315643681141,253.006995424,24,6,10,1,3,91,14,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0
-5.53112345610016,270.03354452,28,6,10,2,2,495,40,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-3.00100849123065,203.990617088,18,6,8,0,2,32,12,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-3.7771358143903,249.012080804,24,7,9,1,2,53,1,0,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
-6.88734082472061,237.996096392,22,6,10,0,3,695,38,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-2.45967718476098,192.027002596,21,6,7,0,2,107,25,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
-5.3937605123725,328.002638316,30,7,13,2,2,46,8,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0
-5.52813824789151,357.976817492,30,7,15,2,2,613,40,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
-2.6081908728244,265.006995424,25,7,10,1,2,152,35,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0
-8.99772755546334,204.027002596,22,7,7,0,2,64,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
-6.53542775107977,373.971732112,31,7,16,2,2,705,40,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,0,1,0,0
-10.2810850566297,325.986988252,28,7,13,2,3,143,7,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0
-4.57162986430452,268.054279964,30,7,9,2,1,168,40,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1
-2.54251396856219,278.98625998,24,7,11,1,1,67,29,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-5.53549509980165,306.069930028,35,10,9,2,1,43,22,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
-8.28512954739165,237.012080804,23,6,9,1,3,338,40,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
-6.7997405920107,296.996824664,27,7,12,1,2,321,40,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0
-1.34760911262533,294.9811746,25,7,12,1,1,10,8,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-3.68668924077326,341.981902872,29,7,14,2,1,284,40,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
-7.31787594618206,234.001181772,22,7,9,0,2,182,26,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-14.4433876974191,283.017560108,28,7,11,1,5,485,5,0,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
-3.28555397900261,283.017560108,28,7,11,1,2,275,40,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0
-5.67931018041397,253.006995424,24,6,10,1,2,233,8,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-1.46449996262877,314.02337376,31,7,12,2,1,89,40,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
-5.43821687082114,293.997159012,26,7,11,2,1,40,18,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0
-4.53668340790028,224.975695296,18,4,10,1,2,117,26,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
-5.33943069864841,357.976817492,30,7,15,2,4,57,4,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
-5.67505408533187,265.006995424,25,7,10,1,3,26,12,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0
-8.19318644423731,264.084517472,34,10,8,0,3,854,30,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-4.25533953053761,300.007723696,28,6,12,2,3,142,12,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0
0.0954240525476555,238.04371528,26,6,8,2,0,7,7,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
-6.90495367242168,192.027002596,21,6,7,0,3,220,9,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
-2.588021885654,222.99643074,20,5,9,1,2,66,27,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
-2.45292965809391,309.992073632,27,7,12,2,1,42,31,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0
-5.00094446697556,331.961167428,26,5,15,2,2,274,40,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
-7.08422276757409,204.027002596,22,7,7,0,2,137,40,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
-8.32060740522049,284.996824664,26,6,12,1,3,119,11,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
-4.96093317240712,291.981508948,24,7,11,2,2,95,27,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
-4.37739575557217,211.069201756,27,6,7,1,2,174,40,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
-4.88553198976009,313.986988252,27,6,13,2,2,301,40,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
-9.44713263830493,204.027002596,22,7,7,0,4,22,7,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-3.37701977961241,222.001181772,21,6,9,0,3,89,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-2.14371090997017,174.05282342,22,7,5,0,1,42,26,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.82483057874508,225.012080804,22,5,9,1,1,63,31,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-4.15517773797509,293.997159012,26,7,11,2,1,68,40,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0
-7.56727614023726,267.059030996,31,8,9,1,2,465,40,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1
-4.42033759573412,175.995702468,16,5,7,0,2,37,9,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
-7.37761278886963,296.012809076,28,7,11,2,3,158,6,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0
-7.26311208512859,356.033938444,36,9,13,2,2,487,40,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0.507164253673781,238.99134536,21,5,10,1,3,87,7,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-5.99149802321851,312.007723696,29,7,12,2,2,117,37,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0
1.23556120421892,128.010958608,13,5,4,0,0,5,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-3.41701730027321,312.007723696,29,7,12,2,1,187,40,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-6.25132780442769,312.007723696,29,7,12,2,2,232,40,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0
-3.88691816527306,257.001910044,24,5,11,1,3,246,12,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0
-0.213674529854822,244.980780676,20,7,9,1,0,30,30,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-8.58492146629981,232.094688232,32,10,6,0,3,118,10,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-2.36892567610346,175.01168688,17,5,6,1,1,16,12,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-9.8644339417707,299.048860236,33,8,11,1,3,446,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0
-8.52921406179051,370.049588508,39,10,13,2,2,930,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0
-9.07872847715813,224.016831836,23,6,9,0,4,281,22,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
-3.35199789450154,234.001181772,22,7,9,0,1,68,34,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
-5.7580310865732,265.07976644,33,9,8,1,2,455,40,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-1.44701370039799,295.976423568,24,6,12,2,1,187,40,0,0,0,1,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0
-1.4541774991225,282.9811746,24,6,12,1,1,46,18,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0
-5.49793284441782,269.997159012,24,5,11,2,3,127,13,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
-10.9856519800208,253.006995424,24,6,10,1,4,229,14,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0
-3.59596702130207,313.986988252,27,6,13,2,3,67,6,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
-9.48304947615368,299.048860236,33,8,11,1,3,441,15,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0
-8.10785219707805,354.054673888,38,10,12,2,1,280,40,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-4.77397149526226,311.048860236,34,9,11,1,3,115,40,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
-6.8881175113328,283.017560108,28,7,11,1,2,304,40,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
-5.93055879062984,308.049194584,33,9,10,2,2,26,16,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
0.134657560777549,161.032422324,18,5,5,1,0,14,14,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
-6.34463689332883,344.033938444,35,8,13,2,2,1085,40,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0
-4.79251340460173,329.981902872,28,6,14,2,3,484,2,0,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
-4.46444219902324,338.059759268,37,10,11,2,1,96,40,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-2.20634966882905,203.079372516,27,8,5,1,1,24,21,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-8.16225094088606,206.006267152,20,6,8,0,3,130,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-8.5116066863657,222.073952788,29,8,7,0,3,349,15,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
-1.08560802257455,216.985866056,18,6,8,1,1,53,6,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.312277854868456,266.075015408,32,8,8,2,0,16,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
-12.1486073221958,299.012474728,29,7,12,1,5,303,40,0,0,4,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
-5.15743356710694,329.981902872,28,6,14,2,2,203,32,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
-6.21194795704109,172.037173356,20,7,5,0,2,36,11,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.3379331159012,233.017166184,23,7,8,1,0,18,18,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2.18036029601169,285.955688124,21,4,13,2,1,98,40,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0
-5.17388787814024,313.986988252,27,6,13,2,2,547,40,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0
-2.54945518483297,307.976423568,25,7,12,2,1,23,15,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
-2.35583485898393,298.02845914,30,7,11,2,1,81,40,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0
-4.10575225131276,201.027336944,21,7,6,1,1,12,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
-9.28291407351279,299.012474728,29,7,12,1,4,318,9,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-8.83416920616414,281.111066568,38,10,8,1,2,385,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
-5.58901848536894,222.001181772,21,6,9,0,4,230,11,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-6.48678501330124,322.064844648,36,10,10,2,1,312,23,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
-2.15771556744022,262.99134536,23,7,10,1,1,73,21,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-4.56116442050171,368.033938444,37,10,13,2,2,489,40,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0
0.0670775434523093,311.971338188,25,6,13,2,0,48,40,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
-4.25050223022501,247.069201756,30,9,7,1,1,111,40,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-2.06096419113926,311.971338188,25,6,13,2,1,191,40,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
-5.48728436561711,250.99134536,22,6,10,1,2,10,8,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-3.01279157564608,172.037173356,20,7,5,0,1,24,14,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-9.5219644815418,328.002638316,30,7,13,2,3,321,21,0,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,1,0,0
-6.07655829727402,220.058302724,27,8,7,0,2,292,40,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-6.10048266942721,325.986988252,28,7,13,2,3,238,13,0,0,2,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
-4.31315582865123,194.006267152,19,5,8,0,2,64,26,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
-10.7738494424017,299.012474728,29,7,12,1,3,504,40,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0
-2.53547949515426,315.966252808,25,5,14,2,2,37,10,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,0
-2.51358724479248,178.011352532,18,5,7,0,2,114,26,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0
-13.5409695601968,283.017560108,28,7,11,1,4,201,1,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
-10.4650809453911,284.996824664,26,6,12,1,4,1066,40,0,0,2,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0
2.0403174669868,219.00151612,20,6,8,1,0,9,9,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-2.05635696463343,163.01168688,16,4,6,1,1,10,10,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-6.00808828963933,328.002638316,30,7,13,2,3,121,9,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0
-11.9476764484102,253.006995424,24,6,10,1,4,94,4,1,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0
-5.88166520069489,294.069930028,34,9,9,2,1,284,40,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0
-11.1227625567075,204.027002596,22,7,7,0,3,94,1,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-4.90973591321053,357.976817492,30,7,15,2,2,161,40,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0
-3.16491666982778,235.032816248,25,7,8,1,1,193,40,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-3.27301928158221,325.986988252,28,7,13,2,2,110,7,0,0,2,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0
-5.70575290564543,331.997552936,30,6,14,2,3,616,24,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0
-5.57953461118069,281.997159012,25,6,11,2,2,122,30,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
-5.80614444878668,192.063388104,25,7,6,0,3,212,40,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-13.6304528243382,252.011746456,25,7,10,0,4,331,4,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
-10.55182613645,315.007389348,30,7,13,1,4,730,19,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
-5.58869017819855,281.001910044,26,7,11,1,2,344,40,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0
-7.41726782869457,286.97608922,24,5,13,1,3,522,40,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
-5.95722741599117,233.017166184,23,7,8,1,3,13,5,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-3.02011694523795,310.97608922,26,7,13,1,2,208,40,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0
-0.713335074771817,204.985866056,17,5,8,1,1,30,11,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
-7.05424285294613,224.016831836,23,6,9,0,3,158,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0
-0.814471000679461,310.97608922,26,7,13,1,1,151,40,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-9.51872638526662,248.089602852,33,10,7,0,2,566,40,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
-4.59813144469388,266.98625998,23,6,11,1,2,100,36,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
-1.04995887980411,146.980386752,11,3,6,1,1,7,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
-2.28271468927839,278.98625998,24,7,11,1,2,122,14,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0
-14.050845709922,267.022645488,27,7,10,1,4,261,10,0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
-3.94690473341231,312.007723696,29,7,12,2,1,201,40,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-6.75867546942617,220.058302724,27,8,7,0,3,339,16,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.9589803644586,252.970609916,20,5,11,1,2,170,40,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0
