ID,log_pSat_Pa,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,NumOfConf_transformed
5898,-11.476218586091427,299.01247472800003,29,7,12,1,4,40.0,toluene,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,17.759562244364343
5899,-9.86758140853448,208.058302724,26,7,7,0,3,40.0,decane,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,21.02216930247508
5900,-4.467948210041082,250.99134536,22,6,10,1,2,35.0,toluene,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,11.951070726561724
5901,-8.528704231496361,296.996824664,27,7,12,1,3,40.0,toluene,0,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,20.03015205850981
5902,-3.5685366215900887,298.97608921999995,25,6,13,1,2,40.0,toluene,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,14.365415085029458
5903,-7.571977216042316,300.991739284,27,6,13,1,3,40.0,toluene,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,18.91474207729227
5904,-2.866729951921035,191.0066015,18,5,7,1,1,11.0,toluene,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,5.364151627067775
5905,-3.335382475902651,281.997159012,25,6,11,2,2,40.0,toluene,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,15.950121983616068
5906,-1.3449414248065998,250.99134536000005,22,6,10,1,2,6.0,toluene,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,6.11007287398097
5907,-6.010192624268034,291.059030996,33,10,9,1,1,23.0,apin,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,8.514693211546561
5908,-6.817144267634556,218.006267152,21,7,8,0,2,15.0,toluene,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,7.018711524769477
5909,-1.9455496070567408,254.98625998,22,5,11,1,3,40.0,toluene,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,11.17976857894471
5911,-8.271653958214493,294.9811746,25,7,12,1,3,17.0,toluene,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,15.341147327069777
5912,-9.553811724599734,296.012809076,28,7,11,2,3,1.0,toluene,0,0,3,1,1,0,0,1,1,1,0,0,0,0,0,0,13.415921787290499
5913,-0.5664159938199955,174.05282342,22,7,5,0,1,10.0,apin,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5.755328902301462
5914,-4.351382053965841,237.012080804,23,6,9,1,2,22.0,toluene,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,10.994414630082728
5915,-8.226978821747057,267.05903099600005,31,8,9,1,2,40.0,decane,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,17.907737610195152
5916,-0.6400428019763138,266.98625998,23,6,11,1,1,19.0,toluene,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,5.259522836503872
5917,-5.353642173110855,343.997552936,31,7,14,2,3,5.0,toluene,0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,18.384616509711627
5918,-8.101650035607438,296.996824664,27,7,12,1,3,40.0,toluene,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,20.524582067377843
5919,-9.815098682564448,220.058302724,27,8,7,0,3,40.0,apin,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,15.872601998215819
5921,-10.859051912277454,296.996824664,27,7,12,1,3,40.0,toluene,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,13.038567141220817
5922,1.0994607785798567,146.02152329199998,16,5,5,0,1,13.0,toluene,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3.989691928391903
5923,-5.013001795946081,202.011352532,20,7,7,0,1,30.0,toluene,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,6.950051600995379
5924,-1.8671804030260617,281.997159012,25,6,11,2,1,34.0,toluene,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,6.276140492370266
5925,-2.097595282198841,237.012080804,23,6,9,1,1,40.0,toluene,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,10.469926833839914
5926,-4.98159569806891,291.059030996,33,10,9,1,1,40.0,apin,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,11.869900752431596
5927,-5.305280070214213,284.085580092,35,8,9,2,2,40.0,decane,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,15.087150422256661
5928,-4.430076685572328,292.054279964,32,9,9,2,0,40.0,decane,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,7.769123139328834
5929,-10.52107706128206,249.012080804,24,7,9,1,3,40.0,toluene,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,14.095378633069831
5930,-3.9412747547199776,341.9819028719999,29,7,14,2,2,40.0,toluene,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,13.084046008906398
5931,-5.481827016408238,312.007723696,29,7,12,2,1,40.0,toluene,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,15.223648972576404
5932,-6.825521594091118,218.006267152,21,7,8,0,2,27.0,toluene,1,2,0,0,2,0,1,0,0,0,0,0,0,2,0,0,7.152865155760011
5933,-2.601618106676078,297.992073632,26,6,12,2,1,40.0,toluene,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,15.73115087893321
5935,-9.30009161297512,297.10598118800004,39,10,9,1,3,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,20.4313987655966
5936,-6.040391211795272,254.98625998,22,5,11,1,3,9.0,toluene,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,9.248856524282543
5937,-1.6105577398608777,232.980780676,19,6,9,1,1,5.0,toluene,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,1,7.152865155760011
5938,-7.322490537307189,238.99134536000005,21,5,10,1,3,23.0,toluene,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,10.152675704299575
5939,-10.074684948426102,240.01174645600005,24,6,10,0,4,4.0,toluene,0,0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,19.395463687353224
5940,-9.286962280747057,322.064844648,36,10,10,2,1,5.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,6.950051600995379
5941,-5.122447115501015,219.985531708,19,6,9,0,2,12.0,toluene,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,8.209164022072711
5942,-4.771729353604323,217.022251564,22,7,7,1,1,3.0,,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,3.2932413839993937
5943,-3.675485114813594,310.97608921999995,26,7,13,1,2,12.0,toluene,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,10.33109425824089
5944,-3.960385050022178,278.98625998,24,7,11,1,2,35.0,toluene,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,11.33002309237797
5945,-10.151480672529456,283.017560108,28,7,11,1,3,40.0,toluene,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,14.515404025092804
5946,-7.556582466145599,277.07976644,34,10,8,1,1,40.0,apin,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,13.794504061920708
5947,-5.513215544245685,312.007723696,29,7,12,2,2,6.0,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,5.151770440758
5948,-8.94303921780022,284.99682466400003,26,6,12,1,4,19.0,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0,8.209164022072711
5949,0.0873790337938891,170.021523292,18,7,5,0,0,1.0,toluene,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0.0
5950,-4.25982290758992,253.006995424,24,6,10,1,2,40.0,toluene,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,17.286275282374532
5951,-3.9962029938100185,238.04371528,26,6,8,2,1,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,11.33002309237797
5952,-12.483509178189928,252.12090298,37,10,7,0,4,40.0,decane,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,22.086567912367713
5953,0.2308654180207136,266.98625998,23,6,11,1,1,35.0,toluene,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,10.042860866548796
5954,-5.935341599824756,294.10631553599995,38,10,8,2,1,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,14.308378210050655
5955,-7.543736597706727,315.007389348,30,7,13,1,3,40.0,toluene,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,19.872869605676435
5956,-4.690485974864138,271.01756010800005,27,6,11,1,3,5.0,toluene,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,11.977899951926975
5958,-7.281877060104613,299.012474728,29,7,12,1,4,2.0,toluene,0,0,2,0,1,0,0,0,0,1,0,0,1,1,1,0,13.038567141220817
5959,-6.424835536510424,296.996824664,27,7,12,1,3,7.0,toluene,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,10.152675704299575
5960,-10.015387892742933,297.992073632,26,6,12,2,4,2.0,toluene,0,0,2,0,0,1,0,1,0,2,0,0,0,1,0,0,13.544377910855115
5961,-7.508836380608327,194.04265266,23,6,7,0,3,40.0,apin,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,17.032792472989684
5962,-4.384704478887618,134.021523292,15,4,5,0,2,6.0,toluene,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6.11007287398097
5963,-4.315380370208425,234.073952788,30,9,7,0,2,12.0,apin,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,10.400929283100192
5964,-7.636620327412933,263.10050188400004,35,10,7,1,2,40.0,decane,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,15.980922440279985
5966,-6.966482122225004,221.017166184,22,6,8,1,2,5.0,toluene,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,8.04888125868364
5967,-6.00708118717508,296.99682466400003,27,7,12,1,2,40.0,toluene,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,13.328958987318408
5968,-5.942223811447061,230.079038168,30,10,6,0,1,40.0,apin,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,11.676369454099715
5969,-0.4935741148764233,164.99095143600002,14,3,7,1,1,16.0,toluene,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,4.55676464105381
5970,-7.416349981340892,312.007723696,29,7,12,2,3,40.0,toluene,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,19.24851853971832
5971,-7.604819577459882,271.053945616,31,7,10,1,4,3.0,apin,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,19.723065556470697
5972,-6.607534603766907,222.146723804,37,10,5,0,3,40.0,decane,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,17.15379820961634
5973,-5.306873141231711,237.012080804,23,6,9,1,2,40.0,toluene,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,8.802505717482076
5974,-12.199370449026375,299.01247472800003,29,7,12,1,5,1.0,toluene,0,0,3,1,1,0,0,0,0,1,0,0,0,1,1,0,19.783265950027612
5976,-1.4372934099266712,327.966252808,26,6,14,2,1,40.0,toluene,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,9.03048633220131
5977,-8.189441186486203,300.991739284,27,6,13,1,4,21.0,toluene,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,20.61690291058617
5978,-10.12585672496536,300.99173928399995,27,6,13,1,4,24.0,toluene,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,19.570896871949767
5979,-5.102814722585976,254.98625998,22,5,11,1,3,14.0,toluene,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,7.8830275525694775
5980,-8.52232273017575,326.05975926799994,36,9,11,2,2,40.0,apin,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,17.22029192051621
5982,-13.361579688594547,240.01174645600005,24,6,10,0,5,8.0,toluene,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,15.307756759751893
5983,-2.569138610627571,254.98625998,22,5,11,1,3,3.0,toluene,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,7.9389601402825445
5984,-7.982736351417162,281.00191004400006,26,7,11,1,3,19.0,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,7.471466711949554
5985,-5.102121205874976,312.007723696,29,7,12,2,2,38.0,apin,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,14.075704187006593
5986,-7.467832424686088,324.080494712,38,10,10,2,1,40.0,decane,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,14.440787614459143
5987,-9.776733257287756,311.048860236,34,9,11,1,3,1.0,apin,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,18.958485025451157
5988,-6.707639040538026,315.00738934799995,30,7,13,1,4,26.0,toluene,0,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,16.238109414006466
5989,-3.958908344876571,326.05975926799994,36,9,11,2,2,28.0,apin,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,13.196445394793471
5990,-10.57614770655871,281.001910044,26,7,11,1,3,7.0,toluene,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,15.778579604162738
5991,-8.633887926409319,265.006995424,25,7,10,1,3,40.0,toluene,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,12.687437002661806
5992,-5.885830317569244,188.032087976,21,7,6,0,2,1.0,toluene,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.564857809925044
5993,-8.959881123712005,236.089602852,32,9,7,0,3,40.0,apin,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,18.980279740575465
5994,-0.7242642393293021,242.98625998,21,4,11,1,3,7.0,toluene,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,12.188600636339514
5996,2.785474179586391,193.022251564,20,5,7,1,1,11.0,apin,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.483571401762743
5997,-5.4572681678306125,224.016831836,23,6,9,0,3,39.0,toluene,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,14.965699040102296
5998,-6.230191269324115,341.9819028719999,29,7,14,2,3,19.0,toluene,0,0,2,0,2,0,0,0,1,1,0,0,1,0,1,0,12.56620689657453
5999,-8.578548437061356,386.0445031279999,40,10,14,2,2,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,16.163305883901966
6001,-9.360622482538831,265.04338093200005,29,8,9,1,2,40.0,decane,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,13.061344246687046
6002,-2.7928304310279906,193.022251564,20,5,7,1,1,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,9.248856524282543
6003,-6.057165498067623,269.00191004400006,25,6,11,1,3,15.0,toluene,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,12.687437002661806
6004,-5.0525870347137225,265.006995424,25,7,10,1,2,38.0,toluene,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,11.704382485022576
6005,-6.334220066394275,269.001910044,25,6,11,1,3,28.0,toluene,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,13.753421126610856
6008,-0.601473632309691,219.00151612,20,6,8,1,1,25.0,toluene,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,5.936741982078887
6009,-4.693594898029646,231.00151612,21,7,8,1,1,26.0,toluene,0,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,8.102905372585955
6010,-4.909695806844192,328.0390238239999,34,8,12,2,2,21.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,15.9192034848119
6011,-1.9033941244752743,264.970609916,21,6,11,1,1,32.0,toluene,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,7.152865155760011
6012,-10.364639138780134,270.98117460000003,23,5,12,1,4,4.0,toluene,0,0,2,1,1,0,0,0,0,1,0,0,1,2,0,0,12.73532117239156
6013,-10.970475469514838,236.016831836,24,7,9,0,4,4.0,toluene,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,12.782866901887711
6014,-6.0267936788973016,270.06993002800004,32,7,9,2,2,40.0,decane,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,12.969777653995655
6015,1.2714205776310792,158.021523292,17,6,5,0,0,6.0,toluene,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2.359333473334071
6017,0.281850046212196,203.079372516,27,8,5,1,0,29.0,decane,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5.755328902301462
6018,-6.5607439924304245,176.032087976,20,6,6,0,2,27.0,toluene,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,6.589164624224784
6019,-1.1708964399574089,250.99134536000005,22,6,10,1,2,27.0,toluene,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,9.333725511371481
6021,-4.592364947620684,223.032816248,24,6,8,1,2,40.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,13.753421126610856
6022,-8.188477172045722,296.996824664,27,7,12,1,4,12.0,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,16.587991093017482
6023,-6.237556014149041,279.059030996,32,9,9,1,2,40.0,apin,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,14.154085789287368
6024,-5.567819284102018,331.9975529359999,30,6,14,2,3,40.0,toluene,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,15.473303161699436
6025,-4.2422534634960645,207.037901628,23,6,7,1,2,40.0,decane,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,11.787682450391618
6027,-3.921711664468792,295.053945616,33,9,10,1,2,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,13.67053980340821
6028,-7.019742875623955,284.99682466400003,26,6,12,1,3,40.0,toluene,0,0,1,1,1,0,1,0,1,0,0,0,0,2,0,0,18.557154340363805
6029,-4.470902965059987,278.98625998000006,24,7,11,1,2,16.0,toluene,0,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,8.364307664843365
6030,-2.484661419775958,330.01828837999994,32,7,13,2,1,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,15.440472309673263
6031,-2.238046479615197,267.981508948,22,5,11,2,1,30.0,toluene,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,6.737229618413736
6032,-13.451734897600868,237.996096392,22,6,10,0,4,2.0,toluene,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,11.619965807430244
6033,-6.712915463927567,269.00191004400006,25,6,11,1,3,16.0,toluene,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,11.89707229230414
6034,-6.480400655218489,315.00738934799995,30,7,13,1,4,2.0,toluene,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,21.28363792311631
6035,-8.046855769047394,194.006267152,19,5,8,0,3,7.0,toluene,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,11.447632803398582
6036,-5.637965714473842,206.006267152,20,6,8,0,2,39.0,toluene,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,12.782866901887711
6037,-7.800081749823789,271.01756010800005,27,6,11,1,3,40.0,toluene,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,19.51963271609441
6038,1.7740386356991096,278.98625998,24,7,11,1,0,22.0,toluene,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,5.040659046947564
6039,-4.507320909588176,270.98117460000003,23,5,12,1,2,40.0,toluene,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,16.371058960778548
6040,-4.204288762897882,191.0066015,18,5,7,1,1,20.0,toluene,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4.925923816077191
6041,-5.5514398268597525,194.006267152,19,5,8,0,3,12.0,toluene,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,7.40953351232332
6042,-3.520235899166558,296.99682466400003,27,7,12,1,2,40.0,toluene,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,16.487462150538235
6043,-9.623409839221688,179.990617088,16,4,8,0,4,2.0,toluene,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8.364307664843365
6044,-8.092688640488632,220.058302724,27,8,7,0,3,7.0,apin,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,9.417259006237643
6046,-10.518934439422535,300.991739284,27,6,13,1,4,3.0,toluene,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,17.596178950253236
6047,-4.150311841402357,206.006267152,20,6,8,0,2,33.0,toluene,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,10.188810584264045
6048,-7.800811211775269,251.027730868,26,7,9,1,3,18.0,toluene,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,8.848920318050599
6049,-7.766665728404158,267.022645488,27,7,10,1,3,33.0,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,13.544377910855115
6050,-7.010018171972218,295.053945616,33,9,10,1,2,16.0,apin,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,7.826421858401919
6051,-3.2202923843268354,188.068473484,25,8,5,0,1,40.0,decane,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,9.777900479262243
6052,-6.972487404439414,235.032816248,25,7,8,1,2,40.0,apin,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,15.257401264120917
6054,-5.327647723146697,328.00263831599995,30,7,13,2,2,33.0,toluene,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,11.056833888879405
6055,-4.9613625091680165,373.9717321119999,31,7,16,2,2,40.0,toluene,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,17.325624239345778
6056,-4.969120475814585,312.007723696,29,7,12,2,3,4.0,toluene,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,13.129225894295304
6057,-2.7076835197034006,343.96116742799995,27,6,15,2,2,6.0,toluene,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,12.291437885064429
6058,-3.1480013743591644,191.990617088,17,5,8,0,2,20.0,toluene,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,7.086302934481711
6059,-4.361695943199428,282.069930028,33,8,9,2,1,40.0,apin,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,11.359636646647367
6060,-9.582924101281275,293.07468106,35,10,9,1,2,1.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,7.826421858401919
6061,-5.176030643989036,266.98625998000006,23,6,11,1,3,7.0,toluene,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,11.591572436801897
6062,-10.039894735419756,240.01174645600005,24,6,10,0,4,8.0,toluene,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,18.255974018285713
6063,-6.051085463440806,223.069201756,28,7,7,1,2,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,15.810043136397644
6064,-7.219349031750508,267.05903099600005,31,8,9,1,2,40.0,decane,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,18.04142706898163
6065,-7.254538104094192,309.06959568,36,10,10,1,2,19.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,16.458514568725214
6066,-3.4405544595283537,283.017560108,28,7,11,1,3,7.0,toluene,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,15.651470490658703
6067,-10.067211846403602,293.07468106,35,10,9,1,2,40.0,apin,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,17.51973177213553
6068,-7.184830071978871,268.017894456,26,6,10,2,3,21.0,toluene,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,10.867590978185023
6070,-2.4014586547282137,237.012080804,23,6,9,1,1,40.0,toluene,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,9.699801301893046
6071,-5.83248822740941,218.079038168,29,9,6,0,2,40.0,apin,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,12.876965785088256
6072,-1.28343981633016,192.985866056,16,4,8,1,1,16.0,toluene,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,6.193968584830192
6073,-5.304586091281268,281.997159012,25,6,11,2,2,13.0,toluene,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,5.465867066931853
6074,-5.179945972800787,281.001910044,26,7,11,1,2,3.0,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,6.276140492370266
6075,-4.742560456298696,221.017166184,22,6,8,1,2,40.0,toluene,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,11.89707229230414
6077,1.0977642998889032,225.970944264,17,3,10,2,1,6.0,toluene,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2.626519816257538
6078,-2.9725247074332124,314.02337376,31,7,12,2,2,31.0,apin,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,12.946693024643377
6079,-10.819334874284744,296.996824664,27,7,12,1,3,11.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,0,1,0,12.00461737237729
6080,-3.457253900100696,268.017894456,26,6,10,2,1,40.0,toluene,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,10.931339299597314
6081,-4.699835546067491,307.976423568,25,7,12,2,2,2.0,toluene,0,0,2,0,3,0,0,0,1,1,0,0,1,0,0,0,4.925923816077191
6082,-8.787532706657247,315.00738934799995,30,7,13,1,3,40.0,toluene,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,17.596178950253236
6083,-4.674762433698696,314.02337376,31,7,12,2,2,40.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,16.371058960778548
6084,-2.753712371362917,252.059365344,29,7,8,2,1,16.0,apin,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5.936741982078887
6085,-5.363272606712495,269.001910044,25,6,11,1,3,9.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,12.110391132321165
6086,-7.401483755773562,316.039023824,33,7,12,2,3,40.0,apin,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,19.91242920001097
6087,-8.862020620335601,295.053945616,33,9,10,1,3,40.0,apin,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,18.23238659398702
6088,-7.021360156099632,283.017560108,28,7,11,1,3,40.0,toluene,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,17.77200545144983
6089,-6.971751578302655,300.007723696,28,6,12,2,3,24.0,toluene,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,16.44400274486856
6090,-4.54205375633022,268.017894456,26,6,10,2,2,40.0,toluene,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,13.649667962441713
6091,-3.760837260966664,269.00191004400006,25,6,11,1,2,6.0,toluene,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,10.931339299597314
6093,-8.338987513999058,312.04410920399994,33,8,11,2,2,40.0,apin,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,16.937474536387974
6094,-8.715007222180903,269.038295552,29,7,10,1,3,3.0,apin,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,17.046322559843777
6095,-5.404402455029918,235.069201756,29,8,7,1,1,40.0,apin,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,10.605503927547089
6096,-3.303101366398711,268.017894456,26,6,10,2,2,19.0,toluene,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,9.375656019827368
